pm_full,pm_last,household_id,household_position,actual_date,contact_method,owner_full,owner_last
Fundraiser D,D,10739,PR,6/11/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,5/8/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,3/15/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,3/6/2019,Personal Visit,Fundraiser D,D
Fundraiser D,D,10739,PR,2/27/2019,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,10/30/2018,Mail,Fundraiser D,D
Fundraiser D,D,10739,PR,10/10/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,9/26/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,8/22/2018,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,7/23/2018,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,5/1/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,4/27/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,4/3/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,3/8/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,3/8/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,3/8/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,2/7/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,12/15/2017,,Fundraiser D,D
Fundraiser D,D,10739,PR,10/16/2017,Phone Call,Fundraiser D,D
Fundraiser D,D,10739,PR,10/16/2017,Phone Call,Fundraiser D,D
Fundraiser D,D,10739,PR,10/11/2017,Phone Call,Fundraiser D,D
Fundraiser D,D,10739,PR,10/10/2017,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,9/1/2017,Committee/Board Meeting,Fundraiser D,D
Fundraiser D,D,10739,PR,10/31/2016,Email,Fundraiser D,D
Fundraiser D,D,10739,PR,10/31/2016,Phone Call,Fundraiser D,D
Fundraiser D,D,10739,PR,12/17/2015,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,4/13/2015,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,11/10/2014,E-mail,Fundraiser D,D
Fundraiser D,D,10739,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,12/21/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10739,SP,11/11/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10739,PR,10/16/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10739,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10739,SP,4/9/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10739,PR,4/3/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10739,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10739,SP,4/30/2011,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,5/1/2009,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10739,PR,3/2/2009,E-mail,Other Fundraiser,Other
Fundraiser D,D,10739,PR,7/29/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10740,PR,9/16/2015,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,11/13/2013,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,11/13/2013,Event,Other Fundraiser,Other
Fundraiser H,H,10740,PR,10/2/2013,Event,Other Fundraiser,Other
Fundraiser H,H,10740,PR,6/5/2013,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,6/5/2013,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,11/8/2012,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,9/6/2012,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,11/10/2011,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,9/21/2011,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,5/12/2011,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,11/10/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10740,PR,9/16/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser G,G,10741,PR,11/25/2019,Mail,Fundraiser G,G
Fundraiser G,G,10741,PR,8/15/2019,Mail,Fundraiser G,G
Fundraiser G,G,10741,PR,6/24/2019,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,6/11/2019,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,2/6/2019,Mail,Fundraiser G,G
Fundraiser G,G,10741,PR,12/17/2018,Personal Visit,Fundraiser G,G
Fundraiser G,G,10741,PR,10/26/2018,Mail,Fundraiser G,G
Fundraiser G,G,10741,PR,5/25/2018,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,2/5/2018,Personal Visit,Fundraiser G,G
Fundraiser G,G,10741,PR,10/4/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10741,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,9/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10741,PR,8/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10741,PR,1/17/2017,E-mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,1/6/2017,Invitation,Other Fundraiser,Other
Fundraiser G,G,10741,PR,11/7/2016,Task,Other Fundraiser,Other
Fundraiser G,G,10741,PR,9/11/2014,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10741,PR,9/8/2014,E-mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,9/24/2013,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10741,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,11/29/2012,E-mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,10/16/2012,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10741,PR,12/6/2011,E-mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,2/14/2011,Mail,Other Fundraiser,Other
Fundraiser G,G,10741,PR,2/7/2011,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10741,PR,11/12/2008,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10742,PR,10/4/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,9/27/2019,E-mail,Other Fundraiser,Other
Fundraiser D,D,10742,PR,9/11/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,8/19/2019,E-mail,Other Fundraiser,Other
Fundraiser D,D,10742,PR,8/8/2019,Task,Other Fundraiser,Other
Fundraiser D,D,10742,PR,8/1/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,6/26/2019,Mail,Fundraiser D,D
Fundraiser D,D,10742,PR,6/11/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,5/8/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,5/3/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,4/3/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,3/15/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,3/8/2019,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,2/27/2019,E-mail,Other Fundraiser,Other
Fundraiser D,D,10742,PR,10/30/2018,Mail,Fundraiser D,D
Fundraiser D,D,10742,PR,10/10/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,9/26/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,7/23/2018,E-mail,Other Fundraiser,Other
Fundraiser D,D,10742,PR,7/23/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,6/22/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,2/23/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10742,PR,10/11/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10742,PR,3/19/2012,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10742,PR,10/18/2011,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10742,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser D,D,10742,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,7/26/2019,Task,Other Fundraiser,Other
Fundraiser F,F,10743,PR,7/22/2019,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,6/25/2019,Mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,3/13/2018,Mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,3/13/2018,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,12/19/2017,Mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,8/2/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,7/31/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,7/28/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,7/25/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,2/9/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,1/18/2017,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,12/20/2016,Mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,11/10/2016,Internal Meeting,Other Fundraiser,Other
Fundraiser F,F,10743,PR,10/27/2016,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10743,PR,10/25/2016,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,9/8/2016,Internal Meeting,Other Fundraiser,Other
Fundraiser F,F,10743,PR,8/19/2016,E-mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,8/16/2016,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10743,PR,8/9/2016,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,5/5/2016,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10743,PR,10/9/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10743,PR,,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10743,PR,,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10743,PR,,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10744,SP,6/21/2019,E-mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,2/11/2019,E-mail,Fundraiser B,B
Fundraiser B,B,10744,SP,1/18/2019,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,12/21/2018,Mail,Fundraiser B,B
Fundraiser B,B,10744,PR,12/21/2018,Mail,Fundraiser B,B
Fundraiser B,B,10744,SP,11/26/2018,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,10/23/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,9/7/2018,Invitation,Other Fundraiser,Other
Fundraiser B,B,10744,SP,5/2/2018,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10744,SP,2/15/2018,,Other Fundraiser,Other
Fundraiser B,B,10744,SP,1/23/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,1/8/2018,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,11/13/2017,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,11/6/2017,Mail,Fundraiser B,B
Fundraiser B,B,10744,PR,11/6/2017,Mail,Fundraiser B,B
Fundraiser B,B,10744,SP,10/16/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,10/3/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,10/3/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,PR,8/7/2017,E-mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,5/22/2017,Event,Other Fundraiser,Other
Fundraiser B,B,10744,PR,5/22/2017,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,4/25/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,10/5/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,9/27/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,9/15/2016,SMU Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,4/7/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,1/26/2016,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,4/14/2015,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,10/14/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,9/17/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,8/21/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10744,SP,5/13/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,PR,5/13/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,4/21/2014,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,3/6/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,PR,3/6/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,2/10/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,2/10/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,1/30/2014,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10744,SP,8/22/2013,Event,Other Fundraiser,Other
Fundraiser B,B,10744,SP,2/23/2010,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,8/25/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10744,SP,12/18/2008,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/25/2019,Mail,Fundraiser G,G
Fundraiser G,G,10745,PR,11/4/2019,E-mail,Fundraiser G,G
Fundraiser G,G,10745,PR,9/5/2019,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/11/2019,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/20/2019,Mail,Fundraiser G,G
Fundraiser G,G,10745,SP,4/18/2019,Mail,Fundraiser G,G
Fundraiser G,G,10745,PR,2/6/2019,Mail,Fundraiser G,G
Fundraiser G,G,10745,PR,10/26/2018,E-mail,Fundraiser G,G
Fundraiser G,G,10745,PR,10/26/2018,Mail,Fundraiser G,G
Fundraiser G,G,10745,PR,9/27/2018,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/25/2018,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,4/10/2018,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/13/2017,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,10/4/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,SP,10/4/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,9/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,8/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,1/17/2017,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,1/6/2017,Invitation,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/7/2016,Task,Other Fundraiser,Other
Fundraiser G,G,10745,SP,11/7/2016,Task,Other Fundraiser,Other
Fundraiser G,G,10745,PR,8/24/2015,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,7/7/2015,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10745,PR,2/27/2014,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,2/27/2014,Event,Other Fundraiser,Other
Fundraiser G,G,10745,SP,2/27/2014,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,1/31/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,2/24/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,2/24/2012,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,3/30/2011,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,2/14/2011,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,3/25/2010,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/25/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser G,G,10745,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/9/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,6/9/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/29/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/29/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/6/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/6/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,5/4/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/4/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,4/24/2009,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser G,G,10745,PR,4/14/2009,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10745,PR,4/13/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,4/13/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,2/4/2009,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,1/30/2009,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10745,PR,7/9/2008,Event,Other Fundraiser,Other
Fundraiser G,G,10745,PR,6/10/2008,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,6/10/2008,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,12/17/2007,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,11/15/2007,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,PR,7/20/2007,Mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/29/2007,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/18/2007,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,5/18/2007,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10745,SP,2/26/2007,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,2/26/2007,Event,Other Fundraiser,Other
Fundraiser G,G,10745,SP,1/25/2007,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10745,SP,12/13/2006,E-mail,Other Fundraiser,Other
Fundraiser G,G,10745,SP,12/8/2006,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10745,PR,,Personal Visit,Fundraiser G,G
Fundraiser A,A,10746,PR,8/20/2019,,Fundraiser A,A
Fundraiser A,A,10746,PR,7/11/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10746,PR,7/8/2019,Personal Visit,Fundraiser A,A
Fundraiser A,A,10746,PR,6/6/2019,E-mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,5/22/2019,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10746,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,4/13/2016,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10746,PR,7/14/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10746,PR,6/22/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/26/2015,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/24/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/20/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/16/2015,Mail,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/12/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10746,PR,2/2/2015,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10747,PR,10/3/2019,Personal Visit,Fundraiser I,I
Fundraiser I,I,10747,PR,9/5/2018,Personal Visit,Fundraiser I,I
Fundraiser I,I,10747,PR,6/12/2018,Personal Visit,Fundraiser I,I
Fundraiser I,I,10747,PR,2/26/2018,Personal Visit,Fundraiser I,I
Fundraiser I,I,10747,PR,12/21/2017,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10747,PR,12/7/2017,Personal Visit,Fundraiser I,I
Fundraiser I,I,10747,PR,10/20/2017,Personal Visit,Fundraiser H,H
Fundraiser I,I,10747,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser I,I,10747,PR,1/25/2016,Personal Visit,Fundraiser F,F
Fundraiser I,I,10747,PR,3/3/2015,Personal Visit,Fundraiser F,F
Fundraiser I,I,10747,PR,2/9/2015,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10747,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser I,I,10747,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10747,PR,11/10/2012,Event,Other Fundraiser,Other
Fundraiser I,I,10747,PR,9/6/2012,Event,Other Fundraiser,Other
Fundraiser I,I,10747,PR,6/26/2012,Event,Other Fundraiser,Other
Fundraiser I,I,10747,PR,9/29/2011,Event,Other Fundraiser,Other
Fundraiser I,I,10747,PR,6/22/2011,Event,Other Fundraiser,Other
Fundraiser I,I,10747,PR,4/15/2011,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,11/9/2019,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10748,SP,10/18/2019,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,1/4/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10748,SP,1/4/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,11/19/2018,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/13/2018,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/11/2017,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,11/29/2017,Casual Interaction,Other Fundraiser,Other
Fundraiser A,A,10748,PR,11/29/2017,Personal Visit,Fundraiser A,A
Fundraiser A,A,10748,PR,11/29/2017,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,7/11/2016,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/20/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,4/3/2014,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/20/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,7/10/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,12/14/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,SP,12/14/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,10/26/2012,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,8/7/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,11/3/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,5/4/2010,Event,Other Fundraiser,Other
Fundraiser A,A,10748,SP,5/4/2010,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/30/2009,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,9/30/2009,Event,Other Fundraiser,Other
Fundraiser A,A,10748,SP,9/30/2009,Event,Other Fundraiser,Other
Fundraiser A,A,10748,SP,9/30/2009,Event,Other Fundraiser,Other
Fundraiser A,A,10748,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser A,A,10748,PR,5/4/2009,Mail,Other Fundraiser,Other
